biosample_id,sampleid,organism,host,city,state,zip,country,university,lat_lon,horse,visit,sample_order,dob,collection_date,age_of_collection,sample_age,month_norm,equine_sex,sex,breed,breed_type,diagnosis,disease_category,colic_inflammatory,acute_gi_subgroup,disease_category_healthy,disease_category_acute_gi,disease_category_musculoskeletal,disease_category_ocular,disease_category_integumentary,disease_category_respiratory,disease_category_chronic_gi,disease_category_neurologic,disease_category_dental,disease_category_reproductive,disease_category_systemic,disease_category_cardiovascular,disease_category_immune_mediated,disease_category_urinary,euthanasia_death,treatment,treatment_analgesic,treatment_antibiotic,treatment_surgery,treatment_antacid,treatment_drug,treatment_procedure,treatment_sedative,treatment_supplement,treatment_antibiotic_aminoglycoside,treatment_NSAID,treatment_anesthetic,treatment_antibiotic_beta_lactam,treatment_antibiotic_cephalosporin,treatment_fluid,treatment_antibiotic_sulfonamide,treatment_corticosteroid,feed,feed_pasture,feed_hay,feed_grain,feed_nursing
SAMN37981500,AE275,Equine Feces,Equus caballus,Baton Rouge,LA,70801,USA,Louisiana State University,30.41 N 91.19 W,653467,1,2,1/1/04,5/31/18,5264,2,6,Gelding,Male,Quarter Horse,Quarter Horse,"Colic: Displacement, right dorsal colon; Impaction, ileum",Gastrointestinal (Acute),no,Mechanical,0,1,0,0,0,0,0,0,0,0,0,0,0,0,No,"IV fluids, lidocaine CRI (5/30-5/31), penicillin (22000 IU/kg IV q. 6 h 5/30 and 5/31), flunixin meglumine 1.1 mg/kg IV q 12 h 5/30-6/1; penicillin and gentamicin restarted 6/6-6/7; metronidazole 6/6-6/8; PMMA beads in abdominal incision 6/8",,PMMA Beads,,,,,,,"Gentamicin,Metronidazole",Flunixin,Lidocaine,Penicillin,,Fluids,,,Hay,0,1,0,0
SAMN37981501,AE276,Equine Feces,Equus caballus,Baton Rouge,LA,70801,USA,Louisiana State University,30.41 N 91.19 W,653484,2,1,5/31/94,5/31/18,8766,1,6,Stallion,Male,Quarter Horse,Quarter Horse,Colic,Gastrointestinal (Acute),no,Non-Specific,0,1,0,0,0,0,0,0,0,0,0,0,0,0,No,IV fluids ~24 h; flunixin meglumine 1.1 mg/kg IV once,,,,,,,,,,Flunixin,,,,Fluids,,,Hay,0,1,0,0
SAMN37981502,AE277,Equine Feces,Equus caballus,Baton Rouge,LA,70801,USA,Louisiana State University,30.41 N 91.19 W,653486,1,2,1/1/04,6/3/18,5267,3,6.1,Mare,Female,Quarter Horse,Quarter Horse,Apparently Healthy,Healthy,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,No,None,,,,,,,,,,,,,,,,,Hay,0,1,0,0
SAMN37981503,AE278,Equine Feces,Equus caballus,Baton Rouge,LA,70801,USA,Louisiana State University,30.41 N 91.19 W,653484,2,3,5/31/94,6/3/18,8769,4,6.1,Stallion,Male,Quarter Horse,Quarter Horse,Colic,Gastrointestinal (Acute),no,Non-Specific,0,1,0,0,0,0,0,0,0,0,0,0,0,0,No,IV fluids ~24 h; flunixin meglumine 1.1 mg/kg IV once,,,,,,,,,,Flunixin,,,,Fluids,,,Hay,0,1,0,0
SAMN37981504,AE279,Equine Feces,Equus caballus,Baton Rouge,LA,70801,USA,Louisiana State University,30.41 N 91.19 W,653467,1,6,1/1/04,6/5/18,5269,7,6.166666667,Gelding,Male,Quarter Horse,Quarter Horse,"Colic: Displacement, right dorsal colon; Impaction, ileum",Gastrointestinal (Acute),no,Mechanical,0,1,0,0,0,0,0,0,0,0,0,0,0,0,No,"IV fluids, lidocaine CRI (5/30-5/31), penicillin (22000 IU/kg IV q. 6 h 5/30 and 5/31), flunixin meglumine 1.1 mg/kg IV q 12 h 5/30-6/1; penicillin and gentamicin restarted 6/6-6/7; metronidazole 6/6-6/8; PMMA beads in abdominal incision 6/8",,PMMA Beads,,,,,,,"Gentamicin,Metronidazole",Flunixin,Lidocaine,Penicillin,,Fluids,,,Hay,0,1,0,0
SAMN37981505,AE280,Equine Feces,Equus caballus,Baton Rouge,LA,70801,USA,Louisiana State University,30.41 N 91.19 W,653405,1,4,3/28/12,5/11/18,2235,4,5.35483871,Mare,Female,Quarter Horse,Quarter Horse,"Colic: Displacement, right dorsal colon; Impaction, gastric",Gastrointestinal (Acute),no,Mechanical,0,1,0,0,0,0,0,0,0,0,0,0,0,0,No,"Fluids, surgery, gentamicin, penicillin, altrenogest",,,Colic Surgery,,Altrenogest,,,,Gentamicin,,,Penicillin,,Fluids,,,Hay,0,1,0,0
SAMN37981506,AE281,Equine Feces,Equus caballus,Baton Rouge,LA,70801,USA,Louisiana State University,30.41 N 91.19 W,651245,1,2,8/1/03,6/27/18,5444,2,6.9,Mare,Female,Quarter Horse,Quarter Horse,"Colic: Impaction, pelvic flexure",Gastrointestinal (Acute),no,Mechanical,0,1,0,0,0,0,0,0,0,0,0,0,0,0,No,"6/25-6/27: IV fluids, flunixin meglumine (1.1 mg/kg IV 6/27)",,,,,,,,,,Flunixin,,,,Fluids,,,Hay,0,1,0,0
SAMN37981507,AE282,Equine Feces,Equus caballus,Baton Rouge,LA,70801,USA,Louisiana State University,30.41 N 91.19 W,653565,1,2,6/15/17,6/17/18,367,2,6.566666667,Filly,Female,Quarter Horse,Quarter Horse,Colic,Gastrointestinal (Acute),no,Non-Specific,0,1,0,0,0,0,0,0,0,0,0,0,0,0,No,"6/15: IV fluids, 1 dose of butylscopolamine bromide (IV) and flunixin meglumine (1.1 mg/kg IV), sedation (butorphanol, xylazine),",Butorphanol,,,,Butylscopolamine,,Xylazine,,,Flunixin,,,,Fluids,,,Hay,0,1,0,0
SAMN37981508,AE283,Equine Feces,Equus caballus,Baton Rouge,LA,70801,USA,Louisiana State University,30.41 N 91.19 W,653582,1,2,6/5/16,6/27/18,752,2,6.9,Filly,Female,Quarter Horse,Quarter Horse,Colic: Small intestinal entrapment; Umbilical hernia,Gastrointestinal (Acute),yes,Mechanical,0,1,0,0,0,0,0,0,0,0,0,0,0,0,No,"Potassium penicillin (22000 IU/kg IV q. 6 h for 2 days); gentamicin 6.6 mg/kg IV for two days, flunixin meglumine 1.1 mg/kg IV, lidocaine constant rate infusion (until 6/27), IV fluids (until 6/27/18), DMSO and heparin; eating grass and equine senior",Dimethyl Sulfoxide,,,,Heparin,,,,Gentamicin,Flunixin,Lidocaine,Penicillin,,Fluids,,,Hay,0,1,0,0
SAMN37981509,AE284,Equine Feces,Equus caballus,Baton Rouge,LA,70801,USA,Louisiana State University,30.41 N 91.19 W,653586,1,3,1/1/16,6/26/18,907,3,6.866666667,Filly,Female,Quarter Horse,Quarter Horse,"Colic: Displacement, right dorsal colon",Gastrointestinal (Acute),no,Mechanical,0,1,0,0,0,0,0,0,0,0,0,0,0,0,No,"IV fluids and xylazine/butorphanol/detomedine (6/24); celiotomy + anesthesia 6/24, gentamicin 6.6 mg/kg and ceftiofur IV and flunixin meglumine 1.1 mg/kg once 6/24 then PO starting 6/25; Gastrogard PO q. 24 h 6/25-6/27",Butorphanol,,Celiotomy,Omeprazole,,,"Xylazine,Detomidine",,Gentamicin,Flunixin,Anesthesia,,Ceftiofur,Fluids,,,Hay,0,1,0,0
SAMN37981510,AE285,Equine Feces,Equus caballus,Baton Rouge,LA,70801,USA,Louisiana State University,30.41 N 91.19 W,653487,1,2,1/1/04,6/8/18,5272,4,6.266666667,Mare,Female,Quarter Horse,Quarter Horse,Apparently Healthy,Healthy,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,No,None,,,,,,,,,,,,,,,,,Hay,0,1,0,0
SAMN37981511,AE286,Equine Feces,Equus caballus,Baton Rouge,LA,70801,USA,Louisiana State University,30.41 N 91.19 W,653565,1,1,6/15/17,6/16/18,366,1,6.533333333,Filly,Female,Quarter Horse,Quarter Horse,Colic,Gastrointestinal (Acute),no,Non-Specific,0,1,0,0,0,0,0,0,0,0,0,0,0,0,No,"6/15: IV fluids, 1 dose of butylscopolamine bromide (IV) and flunixin meglumine (1.1 mg/kg IV), sedation (butorphanol, xylazine),",Butorphanol,,,,Butylscopolamine,,Xylazine,,,Flunixin,,,,Fluids,,,Hay,0,1,0,0
SAMN37981512,AE287,Equine Feces,Equus caballus,Baton Rouge,LA,70801,USA,Louisiana State University,30.41 N 91.19 W,653586,1,4,1/1/16,6/27/18,908,4,6.9,Filly,Female,Quarter Horse,Quarter Horse,"Colic: Displacement, right dorsal colon",Gastrointestinal (Acute),no,Mechanical,0,1,0,0,0,0,0,0,0,0,0,0,0,0,No,"IV fluids and xylazine/butorphanol/detomedine (6/24); celiotomy + anesthesia 6/24, gentamicin 6.6 mg/kg and ceftiofur IV and flunixin meglumine 1.1 mg/kg once 6/24 then PO starting 6/25; Gastrogard PO q. 24 h 6/25-6/27",Butorphanol,,Celiotomy,Omeprazole,,,"Xylazine,Detomidine",,Gentamicin,Flunixin,Anesthesia,,Ceftiofur,Fluids,,,Hay,0,1,0,0
SAMN37981513,AE288,Equine Feces,Equus caballus,Baton Rouge,LA,70801,USA,Louisiana State University,30.41 N 91.19 W,651245,1,1,8/1/03,6/26/18,5443,1,6.866666667,Mare,Female,Quarter Horse,Quarter Horse,"Colic: Impaction, pelvic flexure",Gastrointestinal (Acute),no,Mechanical,0,1,0,0,0,0,0,0,0,0,0,0,0,0,No,"6/25-6/27: IV fluids, flunixin meglumine (1.1 mg/kg IV 6/27)",,,,,,,,,,Flunixin,,,,Fluids,,,Hay,0,1,0,0
SAMN37981514,AE289,Equine Feces,Equus caballus,Baton Rouge,LA,70801,USA,Louisiana State University,30.41 N 91.19 W,653512,1,3,6/9/12,6/21/18,2203,3,6.7,Gelding,Male,Quarter Horse,Quarter Horse,OD corneal ulceration and cataract formation,Ocular,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,No,"Conjunctival graft surgery + anesthesia (6/20); flunixin meglumine paste (1.1 mg/kg PO q. 12 h) throughout hospitalization, ocular atropine, ciprofloxacin, voriconazole",,"Voriconazole,Ciprofloxacin",Conjunctival engraftment,,Atropine,,,,,Flunixin,Anesthesia,,,,,,Hay,0,1,0,0
SAMN37981515,AE290,Equine Feces,Equus caballus,Baton Rouge,LA,70801,USA,Louisiana State University,30.41 N 91.19 W,653586,1,1,1/1/16,6/24/18,905,1,6.8,Filly,Female,Quarter Horse,Quarter Horse,"Colic: Displacement, right dorsal colon",Gastrointestinal (Acute),no,Mechanical,0,1,0,0,0,0,0,0,0,0,0,0,0,0,No,"IV fluids and xylazine/butorphanol/detomedine (6/24); celiotomy + anesthesia 6/24, gentamicin 6.6 mg/kg and ceftiofur IV and flunixin meglumine 1.1 mg/kg once 6/24 then PO starting 6/25; Gastrogard PO q. 24 h 6/25-6/27",Butorphanol,,Celiotomy,Omeprazole,,,"Xylazine,Detomidine",,Gentamicin,Flunixin,Anesthesia,,Ceftiofur,Fluids,,,Hay,0,1,0,0
SAMN37981516,AE291,Equine Feces,Equus caballus,Baton Rouge,LA,70801,USA,Louisiana State University,30.41 N 91.19 W,653583,1,5,6/21/08,6/25/18,3656,27,6.833333333,Gelding,Male,Pony,Pony,RH Flexor tendon laceration/severed,Musculoskeletal,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,No,"Potassium penicillin (22000 IU/kg q. 6 h IV for 5 days), gentamicin (6.6 mg/kg IV for 5 days, phenylbutazone 2.2 mg/kg IV q 12 h for five days then PO until 7/31/18 , surgery and anesthesia, amikacin regional limb perfusion for three days, mineral oil 6/24, TMS starting 6/27-7/7,",,,,,,,,Mineral Oil,"Gentamicin,Amikacin",Phenylbutazone,Anesthesia,Penicillin,,,Trimethoprim sulfa,,Hay,0,1,0,0
SAMN37981517,AE292,Equine Feces,Equus caballus,Baton Rouge,LA,70801,USA,Louisiana State University,30.41 N 91.19 W,653582,1,1,6/5/16,6/26/18,751,1,6.866666667,Filly,Female,Quarter Horse,Quarter Horse,Colic: Small intestinal entrapment; Umbilical hernia,Gastrointestinal (Acute),yes,Mechanical,0,1,0,0,0,0,0,0,0,0,0,0,0,0,No,"Potassium penicillin (22000 IU/kg IV q. 6 h for 2 days); gentamicin 6.6 mg/kg IV for two days, flunixin meglumine 1.1 mg/kg IV, lidocaine constant rate infusion (until 6/27), IV fluids (until 6/27/18), DMSO and heparin; eating grass and equine senior",Dimethyl Sulfoxide,,,,Heparin,,,,Gentamicin,Flunixin,Lidocaine,Penicillin,,Fluids,,,Hay,0,1,0,0
SAMN37981518,AE293,Equine Feces,Equus caballus,Baton Rouge,LA,70801,USA,Louisiana State University,30.41 N 91.19 W,653512,1,1,6/9/12,6/19/18,2201,1,6.633333333,Gelding,Male,Quarter Horse,Quarter Horse,OD corneal ulceration and cataract formation,Ocular,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,No,"Conjunctival graft surgery + anesthesia (6/20); flunixin meglumine paste (1.1 mg/kg PO q. 12 h) throughout hospitalization, ocular atropine, ciprofloxacin, voriconazole",,"Voriconazole,Ciprofloxacin",Conjunctival engraftment,,Atropine,,,,,Flunixin,Anesthesia,,,,,,Hay,0,1,0,0
SAMN37981519,AE294,Equine Feces,Equus caballus,Baton Rouge,LA,70801,USA,Louisiana State University,30.41 N 91.19 W,653583,1,3,6/21/08,6/23/18,3654,25,6.766666667,Gelding,Male,Pony,Pony,RH Flexor tendon laceration/severed,Musculoskeletal,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,No,"Potassium penicillin (22000 IU/kg q. 6 h IV for 5 days), gentamicin (6.6 mg/kg IV for 5 days, phenylbutazone 2.2 mg/kg IV q 12 h for five days then PO until 7/31/18 , surgery and anesthesia, amikacin regional limb perfusion for three days, mineral oil 6/24, TMS starting 6/27-7/7,",,,,,,,,Mineral Oil,"Gentamicin,Amikacin",Phenylbutazone,Anesthesia,Penicillin,,,Trimethoprim sulfa,,Hay,0,1,0,0
SAMN37981520,AE295,Equine Feces,Equus caballus,Baton Rouge,LA,70801,USA,Louisiana State University,30.41 N 91.19 W,653586,1,2,1/1/16,6/25/18,906,2,6.833333333,Filly,Female,Quarter Horse,Quarter Horse,"Colic: Displacement, right dorsal colon",Gastrointestinal (Acute),no,Mechanical,0,1,0,0,0,0,0,0,0,0,0,0,0,0,No,"IV fluids and xylazine/butorphanol/detomedine (6/24); celiotomy + anesthesia 6/24, gentamicin 6.6 mg/kg and ceftiofur IV and flunixin meglumine 1.1 mg/kg once 6/24 then PO starting 6/25; Gastrogard PO q. 24 h 6/25-6/27",Butorphanol,,Celiotomy,Omeprazole,,,"Xylazine,Detomidine",,Gentamicin,Flunixin,Anesthesia,,Ceftiofur,Fluids,,,Hay,0,1,0,0
SAMN37981521,AE296,Equine Feces,Equus caballus,Baton Rouge,LA,70801,USA,Louisiana State University,30.41 N 91.19 W,653405,1,2,3/28/12,5/9/18,2233,2,5.290322581,Mare,Female,Quarter Horse,Quarter Horse,"Colic: Displacement, right dorsal colon; Impaction, gastric",Gastrointestinal (Acute),no,Mechanical,0,1,0,0,0,0,0,0,0,0,0,0,0,0,No,"Fluids, surgery, gentamicin, penicillin, altrenogest",,,Colic Surgery,,Altrenogest,,,,Gentamicin,,,Penicillin,,Fluids,,,Hay,0,1,0,0
SAMN37981522,AE297,Equine Feces,Equus caballus,Baton Rouge,LA,70801,USA,Louisiana State University,30.41 N 91.19 W,653439,1,5,11/18/15,5/23/18,917,6,5.741935484,Colt,Male,Quarter Horse,Quarter Horse,Colic: Small intestinal entrapment; Left inguinal hernia,Gastrointestinal (Acute),yes,Mechanical,0,1,0,0,0,0,0,0,0,0,0,0,0,0,No,"IV fluids, colic surgery with resection and anastomosis (anesthesia) 5/18, Penicillin 22000 IU/kg IV q. 6 h for 5 days, gentamicin 6.6 mg/kg IV q. 24 h for four days, Banamine 1.1 mg/kg IV for 7 days then 0.5 mg/kg IV for 2 days, heparin for 3 days, omeprazole 5/21-discharge, lidocaine CRI for five days, started eating grass 5/22 and senior mash 5/23; alfalfa hay 5/28",,,Colic Surgery,Omeprazole,Heparin,,,,Gentamicin,Flunixin,"Anesthesia,Lidocaine",Penicillin,,,,,Hay,0,1,0,0
SAMN37981523,AE298,Equine Feces,Equus caballus,Baton Rouge,LA,70801,USA,Louisiana State University,30.41 N 91.19 W,653583,1,6,6/21/08,6/26/18,3657,28,6.866666667,Gelding,Male,Pony,Pony,RH Flexor tendon laceration/severed,Musculoskeletal,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,No,"Potassium penicillin (22000 IU/kg q. 6 h IV for 5 days), gentamicin (6.6 mg/kg IV for 5 days, phenylbutazone 2.2 mg/kg IV q 12 h for five days then PO until 7/31/18 , surgery and anesthesia, amikacin regional limb perfusion for three days, mineral oil 6/24, TMS starting 6/27-7/7,",,,,,,,,Mineral Oil,"Gentamicin,Amikacin",Phenylbutazone,Anesthesia,Penicillin,,,Trimethoprim sulfa,,Hay,0,1,0,0
SAMN37981524,AE299,Equine Feces,Equus caballus,Baton Rouge,LA,70801,USA,Louisiana State University,30.41 N 91.19 W,653583,1,8,6/21/08,6/29/18,3660,31,6.966666667,Gelding,Male,Pony,Pony,RH Flexor tendon laceration/severed,Musculoskeletal,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,No,"Potassium penicillin (22000 IU/kg q. 6 h IV for 5 days), gentamicin (6.6 mg/kg IV for 5 days, phenylbutazone 2.2 mg/kg IV q 12 h for five days then PO until 7/31/18 , surgery and anesthesia, amikacin regional limb perfusion for three days, mineral oil 6/24, TMS starting 6/27-7/7,",,,,,,,,Mineral Oil,"Gentamicin,Amikacin",Phenylbutazone,Anesthesia,Penicillin,,,Trimethoprim sulfa,,Hay,0,1,0,0
SAMN37981525,AE300,Equine Feces,Equus caballus,Baton Rouge,LA,70801,USA,Louisiana State University,30.41 N 91.19 W,653582,1,3,6/5/16,6/28/18,753,3,6.933333333,Filly,Female,Quarter Horse,Quarter Horse,Colic: Small intestinal entrapment; Umbilical hernia,Gastrointestinal (Acute),yes,Mechanical,0,1,0,0,0,0,0,0,0,0,0,0,0,0,No,"Potassium penicillin (22000 IU/kg IV q. 6 h for 2 days); gentamicin 6.6 mg/kg IV for two days, flunixin meglumine 1.1 mg/kg IV, lidocaine constant rate infusion (until 6/27), IV fluids (until 6/27/18), DMSO and heparin; eating grass and equine senior",Dimethyl Sulfoxide,,,,Heparin,,,,Gentamicin,Flunixin,Lidocaine,Penicillin,,Fluids,,,Hay,0,1,0,0
SAMN37981526,AE301,Equine Feces,Equus caballus,Baton Rouge,LA,70801,USA,Louisiana State University,30.41 N 91.19 W,653583,1,7,6/21/08,6/27/18,3658,29,6.9,Gelding,Male,Pony,Pony,RH Flexor tendon laceration/severed,Musculoskeletal,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,No,"Potassium penicillin (22000 IU/kg q. 6 h IV for 5 days), gentamicin (6.6 mg/kg IV for 5 days, phenylbutazone 2.2 mg/kg IV q 12 h for five days then PO until 7/31/18 , surgery and anesthesia, amikacin regional limb perfusion for three days, mineral oil 6/24, TMS starting 6/27-7/7,",,,,,,,,Mineral Oil,"Gentamicin,Amikacin",Phenylbutazone,Anesthesia,Penicillin,,,Trimethoprim sulfa,,Hay,0,1,0,0
SAMN37981527,AE302,Equine Feces,Equus caballus,Baton Rouge,LA,70801,USA,Louisiana State University,30.41 N 91.19 W,653582,1,4,6/5/16,6/29/18,754,4,6.966666667,Filly,Female,Quarter Horse,Quarter Horse,Colic: Small intestinal entrapment; Umbilical hernia,Gastrointestinal (Acute),yes,Mechanical,0,1,0,0,0,0,0,0,0,0,0,0,0,0,No,"Potassium penicillin (22000 IU/kg IV q. 6 h for 2 days); gentamicin 6.6 mg/kg IV for two days, flunixin meglumine 1.1 mg/kg IV, lidocaine constant rate infusion (until 6/27), IV fluids (until 6/27/18), DMSO and heparin; eating grass and equine senior",Dimethyl Sulfoxide,,,,Heparin,,,,Gentamicin,Flunixin,Lidocaine,Penicillin,,Fluids,,,Hay,0,1,0,0
SAMN37981528,AE303,Equine Feces,Equus caballus,Long Lane,MO,65590,USA,University of Missouri,38.94 N 92.32 W,7809618,1,1,1/1/10,7/18/18,3120,1,7.580645161,Mare,Female,Arabian,Hot-blooded,Apparently Healthy,Healthy,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,No,None,,,,,,,,,,,,,,,,,Pasture/Hay/Grain,1,1,1,0
SAMN37981529,AE304,Equine Feces,Equus caballus,Long Lane,MO,65590,USA,University of Missouri,38.94 N 92.32 W,7809318,1,1,5/31/18,7/14/18,44,1,7.451612903,Filly,Female,Arabian,Hot-blooded,"Blindness, Juvenile Idiopathic Epilepsy (presumptive), Laceration",Neurologic,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,No,"Gentamicin, xylazine, plasmalyte, flunixin",,,,,,,Xylazine,,Gentamicin,Flunixin,,,,Plasmalyte,,,Pasture/Hay/Grain,1,1,1,0
SAMN37981530,AE305,Equine Feces,Equus caballus,Union,MO,63084,USA,University of Missouri,38.94 N 92.32 W,7803018,1,3,7/1/13,7/14/18,1839,3,7.451612903,Mare,Female,Thoroughbred,Hot-blooded,Colitis,Gastrointestinal (Acute),yes,Other,0,1,0,0,0,0,0,0,0,0,0,0,0,0,No,None,,,,,,,,,,,,,,,,,Hay/Grain,0,1,1,0
SAMN37981531,AE306,Equine Feces,Equus caballus,Union,MO,63084,USA,University of Missouri,38.94 N 92.32 W,7803018,1,5,7/1/13,7/16/18,1841,5,7.516129032,Mare,Female,Thoroughbred,Hot-blooded,Colitis,Gastrointestinal (Acute),yes,Other,0,1,0,0,0,0,0,0,0,0,0,0,0,0,No,None,,,,,,,,,,,,,,,,,Hay/Grain,0,1,1,0
SAMN37981532,AE307,Equine Feces,Equus caballus,Union,MO,63084,USA,University of Missouri,38.94 N 92.32 W,7803018,1,1,7/1/13,7/12/18,1837,1,7.387096774,Mare,Female,Thoroughbred,Hot-blooded,Colitis,Gastrointestinal (Acute),yes,Other,0,1,0,0,0,0,0,0,0,0,0,0,0,0,No,None,,,,,,,,,,,,,,,,,Hay/Grain,0,1,1,0
SAMN37981533,AE308,Equine Feces,Equus caballus,Union,MO,63084,USA,University of Missouri,38.94 N 92.32 W,7803018,1,4,7/1/13,7/15/18,1840,4,7.483870968,Mare,Female,Thoroughbred,Hot-blooded,Colitis,Gastrointestinal (Acute),yes,Other,0,1,0,0,0,0,0,0,0,0,0,0,0,0,No,None,,,,,,,,,,,,,,,,,Hay/Grain,0,1,1,0
SAMN37981534,AE309,Equine Feces,Equus caballus,Union,MO,63084,USA,University of Missouri,38.94 N 92.32 W,7803018,1,2,7/1/13,7/13/18,1838,2,7.419354839,Mare,Female,Thoroughbred,Hot-blooded,Colitis,Gastrointestinal (Acute),yes,Other,0,1,0,0,0,0,0,0,0,0,0,0,0,0,No,None,,,,,,,,,,,,,,,,,Hay/Grain,0,1,1,0
SAMN37981535,AE310,Equine Feces,Equus caballus,Leawood,KS,66211,USA,University of Missouri,38.94 N 92.32 W,7803618,1,1,7/1/11,7/12/18,2568,1,7.387096774,Gelding,Male,Warmblood,Warmblood,Colitis,Gastrointestinal (Acute),yes,Other,0,1,0,0,0,0,0,0,0,0,0,0,0,0,No,None,,,,,,,,,,,,,,,,,Pasture/Hay/Grain,1,1,1,0
SAMN37981536,AE311,Equine Feces,Equus caballus,Leawood,KS,66211,USA,University of Missouri,38.94 N 92.32 W,7803618,1,2,7/1/11,7/13/18,2569,2,7.419354839,Gelding,Male,Warmblood,Warmblood,Colitis,Gastrointestinal (Acute),yes,Other,0,1,0,0,0,0,0,0,0,0,0,0,0,0,No,None,,,,,,,,,,,,,,,,,Pasture/Hay/Grain,1,1,1,0
SAMN37981537,AE312,Equine Feces,Equus caballus,Leawood,KS,66211,USA,University of Missouri,38.94 N 92.32 W,7803618,1,3,7/1/11,7/14/18,2570,3,7.451612903,Gelding,Male,Warmblood,Warmblood,Colitis,Gastrointestinal (Acute),yes,Other,0,1,0,0,0,0,0,0,0,0,0,0,0,0,No,None,,,,,,,,,,,,,,,,,Pasture/Hay/Grain,1,1,1,0
SAMN37981538,AE313,Equine Feces,Equus caballus,Leawood,KS,66211,USA,University of Missouri,38.94 N 92.32 W,7803618,1,4,7/1/11,7/15/18,2571,4,7.483870968,Gelding,Male,Warmblood,Warmblood,Colitis,Gastrointestinal (Acute),yes,Other,0,1,0,0,0,0,0,0,0,0,0,0,0,0,No,None,,,,,,,,,,,,,,,,,Pasture/Hay/Grain,1,1,1,0
SAMN37981539,AE314,Equine Feces,Equus caballus,Wellsville,KS,66092,USA,University of Missouri,38.94 N 92.32 W,7804918,1,1,7/1/11,7/18/18,2574,1,7.580645161,Mare,Female,Warmblood,Warmblood,Laceration,Integumentary,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,No,"Sulfamethoxazole, detomidine, flunixin, gentamicin, xylazine, phenybutazone",,,,,,,"Detomidine,Xylazine",,Gentamicin,"Flunixin,Phenylbutazone",,,,,Sulfamethoxazole,,Pasture/Hay/Grain,1,1,1,0
SAMN37981540,AE315,Equine Feces,Equus caballus,Springfield,MO,65809,USA,University of Missouri,38.94 N 92.32 W,7169356,1,1,8/10/13,7/16/18,1801,1,7.516129032,Mare,Female,Arabian,Hot-blooded,Colic,Gastrointestinal (Acute),no,Non-Specific,0,1,0,0,0,0,0,0,0,0,0,0,0,0,No,None,,,,,,,,,,,,,,,,,Hay/Grain,0,1,1,0
SAMN37981541,AE316,Equine Feces,Equus caballus,Springfield,MO,65809,USA,University of Missouri,38.94 N 92.32 W,7169356,1,2,8/10/13,7/17/18,1802,2,7.548387097,Mare,Female,Arabian,Hot-blooded,Colic,Gastrointestinal (Acute),no,Non-Specific,0,1,0,0,0,0,0,0,0,0,0,0,0,0,No,None,,,,,,,,,,,,,,,,,Hay/Grain,0,1,1,0
SAMN37981542,AE317,Equine Feces,Equus caballus,Springfield,MO,65809,USA,University of Missouri,38.94 N 92.32 W,7169356,1,3,8/10/13,7/18/18,1803,3,7.580645161,Mare,Female,Arabian,Hot-blooded,Colic,Gastrointestinal (Acute),no,Non-Specific,0,1,0,0,0,0,0,0,0,0,0,0,0,0,No,None,,,,,,,,,,,,,,,,,Hay/Grain,0,1,1,0
SAMN37981543,AE318,Equine Feces,Equus caballus,Siloam Springs,AR,72761,USA,University of Missouri,38.94 N 92.32 W,7642718,2,2,6/6/11,7/17/18,2598,1,7.548387097,Mare,Female,Westphalian,Warmblood,Recurrent uveitis,Ocular,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,No,Xylazine,,,,,,,Xylazine,,,,,,,,,,Hay/Grain,0,1,1,0
SAMN37981544,AE319,Equine Feces,Equus caballus,Siloam Springs,AR,72761,USA,University of Missouri,38.94 N 92.32 W,7642718,2,3,6/6/11,7/18/18,2599,2,7.580645161,Mare,Female,Westphalian,Warmblood,Recurrent uveitis,Ocular,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,No,Xylazine,,,,,,,Xylazine,,,,,,,,,,Hay/Grain,0,1,1,0
SAMN37981545,AE320,Equine Feces,Equus caballus,Springfield,MO,65809,USA,University of Missouri,38.94 N 92.32 W,7169356,1,4,8/10/13,7/19/18,1804,4,7.612903226,Mare,Female,Arabian,Hot-blooded,Colic,Gastrointestinal (Acute),no,Non-Specific,0,1,0,0,0,0,0,0,0,0,0,0,0,0,No,None,,,,,,,,,,,,,,,,,Hay/Grain,0,1,1,0
SAMN37981546,AE321,Equine Feces,Equus caballus,Long Lane,MO,65590,USA,University of Missouri,38.94 N 92.32 W,7809618,1,2,1/1/10,7/19/18,3121,2,7.612903226,Mare,Female,Arabian,Hot-blooded,Apparently Healthy,Healthy,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,No,None,,,,,,,,,,,,,,,,,Pasture/Hay/Grain,1,1,1,0
